transaction_id,customer_id,product_id,quantity,price,total_amount,date
1265,78,5,3,448.64,1345.92,2023-07-27
1266,64,82,2,405.57,811.14,2023-05-26
1267,223,96,2,361.19,722.39,2023-09-28
1268,110,67,4,101.57,406.29,2023-05-26
1269,321,63,3,309.65,928.96,2023-07-11
1270,72,54,3,394.95,1184.85,2023-12-04
1271,387,50,2,12.88,25.75,2023-06-30
1272,298,71,1,398.77,398.77,2023-07-26
1273,166,39,4,526.08,2104.33,2023-07-20
1274,28,52,3,131.45,394.34,2023-02-07
1275,402,98,1,279.66,279.66,2023-07-23
1276,138,91,4,36.44,145.74,2023-11-20
1277,384,116,2,142.71,285.41,2023-06-18
1278,2,10,3,312.75,938.26,2023-04-23
1279,215,21,4,24.23,96.92,2023-11-15
1280,33,101,1,206.85,206.85,2023-11-08
1281,75,104,2,512.34,1024.68,2023-05-27
1282,132,13,1,174.66,174.66,2023-04-17
1283,1,87,3,551.45,1654.35,2023-03-13
1284,486,53,3,542.69,1628.08,2023-04-25
1285,257,68,2,551.77,1103.53,2023-05-28
1286,483,99,3,106.85,320.55,2023-05-08
1287,490,40,2,90.11,180.23,2023-08-09
1288,182,29,4,342.11,1368.44,2023-07-15
1289,484,12,3,448.73,1346.2,2023-05-25
1290,444,21,3,24.59,73.78,2023-02-13
1291,210,104,4,440.19,1760.76,2023-03-09
1292,99,6,4,369.0,1476.02,2023-01-05
1293,236,108,4,500.5,2002.01,2023-11-08
1294,415,91,3,39.0,117.0,2023-12-17
1295,42,21,4,34.39,137.55,2023-06-29
1296,423,7,1,525.59,525.59,2023-10-10
1297,106,39,3,406.57,1219.7,2023-06-22
1298,185,44,1,351.87,351.87,2023-03-14
1299,406,104,1,522.63,522.63,2023-11-15
1300,292,85,1,57.4,57.4,2023-07-14
1301,348,31,3,272.68,818.05,2023-08-08
1302,144,103,2,159.85,319.71,2023-01-19
1303,104,69,2,264.32,528.65,2023-01-12
1304,278,70,4,240.44,961.75,2023-08-24
1305,320,102,3,311.52,934.56,2023-03-07
1306,467,40,2,106.01,212.01,2023-12-26
1307,157,99,3,119.52,358.56,2023-12-21
1308,428,85,4,46.36,185.42,2023-05-08
1309,379,103,3,131.82,395.47,2023-05-31
1310,324,36,2,516.42,1032.84,2023-03-17
1311,319,31,1,220.86,220.86,2023-10-27
1312,173,1,2,517.41,1034.82,2023-11-23
1313,14,47,2,219.46,438.92,2023-08-23
1314,220,66,4,41.87,167.47,2023-08-06
1315,137,35,1,139.37,139.37,2023-05-10
1316,202,74,3,449.33,1347.99,2023-08-01
1317,212,86,3,463.4,1390.2,2023-05-30
1318,51,42,4,294.9,1179.59,2023-04-15
1319,105,26,1,329.31,329.31,2023-10-15
1320,256,21,3,24.42,73.26,2023-04-17
1321,456,110,2,151.32,302.64,2023-11-28
1322,347,1,4,547.03,2188.13,2023-02-01
1323,205,38,3,63.78,191.34,2023-09-21
1324,127,94,1,211.73,211.73,2023-01-14
1325,470,18,1,419.86,419.86,2023-05-21
1326,384,38,2,50.12,100.24,2023-12-16
1327,370,39,2,527.79,1055.57,2023-03-07
1328,323,103,3,137.26,411.79,2023-10-09
1329,4,57,4,256.03,1024.13,2023-07-20
1330,296,26,4,251.81,1007.25,2023-02-17
1331,212,30,1,504.11,504.11,2023-08-31
1332,116,115,4,556.12,2224.48,2023-07-25
1333,217,70,4,220.97,883.88,2023-01-11
1334,305,95,3,170.6,511.81,2023-01-04
1335,308,109,2,502.94,1005.87,2023-01-22
1336,46,76,1,12.79,12.79,2023-05-07
1337,26,119,4,152.45,609.79,2023-06-08
1338,303,80,4,351.7,1406.79,2023-09-30
1339,277,12,1,401.33,401.33,2023-11-23
1340,128,116,2,150.13,300.27,2023-01-20
1341,66,4,4,278.33,1113.32,2023-12-14
1342,90,99,3,128.91,386.72,2023-04-02
1343,15,79,2,125.51,251.02,2023-03-04
1344,155,54,1,559.6,559.6,2023-05-28
1345,443,42,3,395.96,1187.88,2023-07-03
1346,88,106,2,394.69,789.38,2023-06-01
1347,349,37,2,326.66,653.33,2023-09-23
1348,191,105,2,279.46,558.92,2023-01-18
1349,242,51,3,129.9,389.7,2023-12-29
1350,340,100,2,76.77,153.55,2023-12-03
1351,161,83,4,307.56,1230.23,2023-03-15
1352,418,49,3,118.61,355.82,2023-09-19
1353,308,28,2,477.7,955.41,2023-08-10
1354,120,106,2,480.69,961.38,2023-09-29
1355,192,1,3,398.11,1194.33,2023-05-13
1356,201,64,1,264.94,264.94,2023-12-04
1357,49,11,2,149.96,299.92,2023-03-29
1358,90,83,1,282.74,282.74,2023-12-28
1359,133,53,3,481.93,1445.79,2023-10-02
1360,446,115,4,554.69,2218.75,2023-07-23
1361,377,53,1,471.2,471.2,2023-12-07
1362,216,11,4,134.03,536.12,2023-03-20
1363,150,53,3,530.63,1591.89,2023-10-26
1364,435,75,2,389.62,779.24,2023-04-24
1365,370,28,3,496.77,1490.32,2023-03-21
1366,145,21,2,32.73,65.46,2023-01-09
1367,370,101,1,243.0,243.0,2023-08-20
1368,346,83,3,235.18,705.54,2023-11-04
1369,315,18,3,382.06,1146.19,2023-12-09
1370,1,8,1,282.72,282.72,2023-06-28
1371,479,59,3,446.97,1340.9,2023-02-28
1372,485,104,3,481.72,1445.16,2023-05-17
1373,98,101,4,235.83,943.32,2023-04-13
1374,246,91,1,42.45,42.45,2023-01-15
1375,8,93,2,327.8,655.6,2023-04-07
1376,438,50,1,17.72,17.72,2023-11-20
1377,186,119,2,125.64,251.27,2023-09-04
1378,478,70,1,194.83,194.83,2023-05-02
1379,467,61,3,248.33,745.0,2023-09-28
1380,48,85,3,45.48,136.45,2023-02-20
1381,88,91,2,42.29,84.57,2023-08-14
1382,46,105,4,241.18,964.71,2023-03-23
1383,475,38,3,53.76,161.29,2023-01-02
1384,499,34,2,395.07,790.14,2023-03-24
1385,24,112,4,74.11,296.45,2023-06-09
1386,271,87,3,442.51,1327.52,2023-07-06
1387,260,74,1,384.67,384.67,2023-10-10
1388,93,72,2,497.38,994.76,2023-10-16
1389,239,74,1,404.99,404.99,2023-12-15
1390,260,85,4,48.72,194.89,2023-06-29
1391,342,21,3,24.5,73.51,2023-03-22
1392,140,24,2,273.99,547.99,2023-06-22
1393,378,73,2,7.26,14.53,2023-09-19
1394,97,42,2,372.69,745.38,2023-02-21
1395,356,120,2,269.22,538.45,2023-04-12
1396,36,74,4,363.57,1454.26,2023-07-20
1397,118,116,1,148.74,148.74,2023-02-14
1398,349,115,1,469.68,469.68,2023-01-01
1399,410,78,3,153.2,459.6,2023-08-05
1400,1,6,2,379.66,759.32,2023-12-18
1401,59,114,1,284.5,284.5,2023-03-01
1402,382,15,4,85.76,343.05,2023-03-02
1403,167,34,2,550.65,1101.31,2023-10-11
1404,330,21,1,30.08,30.08,2023-05-01
1405,245,27,1,289.07,289.07,2023-08-06
1406,372,39,4,455.96,1823.83,2023-08-04
1407,140,118,3,148.1,444.29,2023-04-02
1408,452,106,4,334.61,1338.45,2023-02-10
1409,334,20,2,160.35,320.69,2023-07-04
1410,476,66,4,37.44,149.77,2023-02-26
1411,231,31,3,217.3,651.9,2023-04-23
1412,22,105,3,315.53,946.58,2023-01-12
1413,93,113,2,214.71,429.42,2023-08-31
1414,292,116,2,167.41,334.82,2023-07-23
1415,224,106,4,375.49,1501.96,2023-01-20
1416,166,95,2,191.65,383.31,2023-06-12
1417,54,58,3,111.31,333.93,2023-08-08
1418,363,26,2,287.68,575.37,2023-10-21
1419,109,91,1,51.76,51.76,2023-05-03
1420,167,18,2,377.2,754.41,2023-08-08
1421,159,1,4,470.21,1880.83,2023-07-06
1422,310,59,3,399.91,1199.74,2023-11-16
1423,195,41,2,284.73,569.46,2023-05-13
1424,375,15,1,109.67,109.67,2023-04-24
1425,127,17,3,174.7,524.09,2023-07-31
1426,397,50,4,17.07,68.29,2023-01-14
1427,486,118,4,168.7,674.81,2023-01-28
1428,170,22,2,29.43,58.86,2023-12-28
1429,33,29,2,400.35,800.7,2023-06-28
1430,287,34,2,380.16,760.31,2023-08-12
1431,80,71,4,378.01,1512.06,2023-06-16
1432,195,37,4,438.93,1755.7,2023-12-18
1433,41,66,3,34.66,103.98,2023-03-03
1434,336,58,1,144.11,144.11,2023-02-13
1435,46,84,1,144.37,144.37,2023-07-04
1436,142,85,2,51.05,102.09,2023-10-17
1437,115,87,3,550.18,1650.53,2023-11-09
1438,374,78,4,125.25,501.02,2023-12-13
1439,51,107,4,142.37,569.49,2023-07-21
1440,121,21,1,33.71,33.71,2023-07-06
1441,424,117,4,363.67,1454.67,2023-03-21
1442,345,82,3,462.31,1386.93,2023-05-07
1443,397,58,1,145.66,145.66,2023-04-13
1444,54,1,1,491.58,491.58,2023-06-26
1445,164,56,4,142.63,570.5,2023-08-13
1446,309,77,3,58.73,176.18,2023-12-05
1447,174,109,4,357.67,1430.68,2023-01-26
1448,348,114,3,332.08,996.25,2023-07-05
1449,31,112,3,84.99,254.97,2023-06-09
1450,443,103,2,165.05,330.1,2023-11-01
1451,10,14,2,235.78,471.56,2023-06-21
1452,405,87,4,403.67,1614.69,2023-02-03
1453,42,73,3,7.97,23.91,2023-06-21
1454,258,60,2,16.24,32.49,2023-01-20
1455,88,35,4,131.87,527.48,2023-09-16
1456,232,118,4,132.28,529.11,2023-12-10
1457,434,79,4,120.92,483.69,2023-04-04
1458,248,43,3,294.0,882.01,2023-10-04
1459,133,105,4,297.35,1189.39,2023-04-23
1460,293,44,2,258.59,517.18,2023-05-13
1461,393,49,2,141.02,282.04,2023-06-30
1462,172,41,1,308.26,308.26,2023-11-19
1463,164,64,1,316.36,316.36,2023-07-31
1464,456,16,3,202.91,608.74,2023-03-26
1465,462,3,2,274.79,549.59,2023-11-22
1466,191,38,3,46.77,140.3,2023-08-08
1467,193,51,2,125.99,251.98,2023-09-26
1468,440,111,2,307.84,615.68,2023-12-29
1469,286,95,2,188.61,377.22,2023-03-26
1470,244,16,1,211.11,211.11,2023-10-21
1471,179,31,2,271.05,542.09,2023-08-03
1472,28,52,4,144.06,576.25,2023-09-04
1473,129,2,1,207.49,207.49,2023-10-26
1474,430,109,2,348.46,696.92,2023-08-03
1475,292,39,3,401.87,1205.62,2023-11-25
1476,107,40,1,91.76,91.76,2023-05-31
1477,23,75,3,418.82,1256.46,2023-05-07
1478,467,81,2,411.37,822.74,2023-01-10
1479,45,64,2,237.81,475.62,2023-06-08
1480,269,43,2,236.31,472.63,2023-11-12
1481,194,12,4,510.48,2041.91,2023-07-15
1482,220,61,4,178.65,714.58,2023-08-21
1483,466,12,1,385.56,385.56,2023-01-08
1484,237,42,3,402.81,1208.42,2023-01-08
1485,232,114,1,365.24,365.24,2023-03-20
1486,134,28,3,374.48,1123.45,2023-02-10
1487,244,68,1,511.74,511.74,2023-07-31
1488,60,106,2,373.61,747.22,2023-11-14
1489,405,30,2,569.72,1139.45,2023-06-14
1490,449,56,2,132.98,265.96,2023-10-22
1491,324,31,1,261.57,261.57,2023-12-29
1492,138,37,2,375.27,750.54,2023-12-31
1493,357,81,2,451.36,902.72,2023-03-04
1494,323,103,1,164.52,164.52,2023-07-10
1495,382,38,4,61.22,244.9,2023-12-20
1496,164,55,2,334.72,669.44,2023-01-12
1497,268,70,2,252.14,504.28,2023-08-01
1498,459,46,1,36.15,36.15,2023-12-25
1499,190,93,3,324.67,974.01,2023-11-02
1500,56,100,2,58.45,116.9,2023-07-27
1501,423,105,4,313.52,1254.09,2023-10-01
1502,221,101,4,198.04,792.15,2023-12-09
1503,29,33,1,76.34,76.34,2023-05-09
1504,75,42,3,378.03,1134.08,2023-12-11
1505,398,21,2,30.2,60.41,2023-08-08
1506,270,45,1,402.22,402.22,2023-11-15
1507,232,81,3,395.94,1187.82,2023-12-31
1508,250,70,2,230.11,460.23,2023-10-18
1509,238,102,4,420.56,1682.25,2023-01-21
1510,473,59,1,449.91,449.91,2023-03-24
1511,35,90,2,19.38,38.75,2023-07-02
1512,125,100,2,74.67,149.34,2023-11-04
1513,203,55,4,403.8,1615.21,2023-01-30
1514,390,103,4,124.55,498.21,2023-09-28
1515,250,36,3,501.41,1504.22,2023-07-11
1516,120,26,4,254.3,1017.21,2023-10-10
1517,155,13,2,151.99,303.97,2023-05-28
1518,424,105,4,342.33,1369.33,2023-02-27
1519,353,109,3,422.94,1268.83,2023-02-20
1520,161,37,1,386.24,386.24,2023-05-17
1521,304,89,4,218.79,875.17,2023-11-28
1522,413,1,1,412.01,412.01,2023-06-16
1523,374,44,4,357.46,1429.83,2023-10-05
1524,370,53,2,475.62,951.24,2023-06-27
1525,45,87,1,402.56,402.56,2023-04-07
1526,72,24,4,370.53,1482.11,2023-05-06
1527,333,111,1,336.98,336.98,2023-09-18
1528,394,34,3,514.67,1544.0,2023-09-08
1529,301,10,1,316.26,316.26,2023-11-30
1530,113,23,2,404.07,808.13,2023-02-15
1531,12,91,3,37.43,112.3,2023-03-25
1532,228,53,4,393.01,1572.04,2023-08-25
1533,270,116,3,145.73,437.18,2023-08-14
1534,204,116,2,163.77,327.54,2023-04-14
1535,303,107,4,136.01,544.04,2023-01-26
1536,23,58,2,120.26,240.52,2023-11-15
1537,60,103,2,128.0,255.99,2023-11-07
1538,40,54,1,518.52,518.52,2023-11-29
1539,269,93,4,266.46,1065.85,2023-12-02
1540,40,9,1,131.57,131.57,2023-01-07
1541,127,68,3,425.59,1276.78,2023-06-02
1542,3,11,4,136.39,545.57,2023-08-31
1543,242,113,4,168.89,675.58,2023-10-30
1544,460,103,4,142.05,568.21,2023-09-28
1545,474,109,4,485.46,1941.85,2023-02-23
1546,37,10,1,311.11,311.11,2023-06-28
1547,142,81,1,417.69,417.69,2023-02-09
1548,247,117,1,333.11,333.11,2023-05-17
1549,170,35,1,145.85,145.85,2023-03-16
1550,477,62,1,332.86,332.86,2023-04-06
1551,129,8,1,382.46,382.46,2023-06-01
1552,98,92,2,41.38,82.76,2023-02-06
1553,76,13,4,161.33,645.32,2023-03-08
1554,15,60,2,13.93,27.86,2023-07-10
1555,206,55,2,371.38,742.76,2023-01-22
1556,310,39,1,480.21,480.21,2023-05-09
1557,71,1,3,534.76,1604.29,2023-04-01
1558,183,32,3,36.95,110.85,2023-03-24
1559,452,107,4,131.0,523.98,2023-12-13
1560,250,87,3,437.25,1311.74,2023-12-05
1561,418,113,3,194.76,584.27,2023-05-19
1562,106,29,1,474.67,474.67,2023-10-16
1563,417,69,4,240.08,960.33,2023-02-13
1564,210,95,3,157.56,472.68,2023-08-06
1565,269,44,3,367.81,1103.44,2023-03-23
1566,159,91,1,51.99,51.99,2023-04-18
1567,265,104,4,575.08,2300.31,2023-07-23
1568,25,41,1,273.02,273.02,2023-02-14
1569,435,36,2,456.47,912.94,2023-10-26
1570,497,88,1,174.54,174.54,2023-05-10
1571,294,11,1,124.98,124.98,2023-10-07
1572,212,72,4,452.38,1809.54,2023-01-23
1573,486,66,1,33.97,33.97,2023-08-13
1574,212,23,4,431.68,1726.71,2023-08-30
1575,405,79,4,98.57,394.26,2023-11-17
1576,171,38,3,46.83,140.5,2023-02-19
1577,88,55,1,401.39,401.39,2023-09-05
1578,249,30,2,563.62,1127.25,2023-06-04
1579,286,104,2,513.76,1027.53,2023-07-31
1580,321,5,4,387.86,1551.45,2023-03-24
1581,338,43,1,255.9,255.9,2023-06-03
1582,270,18,4,460.12,1840.46,2023-07-31
1583,464,83,4,336.22,1344.9,2023-10-20
1584,384,37,3,362.94,1088.82,2023-09-09
1585,444,33,1,103.06,103.06,2023-02-13
1586,28,67,1,111.99,111.99,2023-08-18
1587,82,101,1,196.85,196.85,2023-09-29
1588,361,83,2,244.84,489.68,2023-07-15
1589,99,34,2,525.38,1050.76,2023-12-23
1590,266,8,4,289.25,1157.01,2023-11-16
1591,104,52,1,150.88,150.88,2023-07-17
1592,304,102,2,444.87,889.74,2023-03-19
1593,479,39,4,407.53,1630.12,2023-12-23
1594,375,78,1,140.29,140.29,2023-01-15
1595,479,7,2,530.28,1060.56,2023-12-17
1596,207,36,4,502.88,2011.52,2023-05-15
1597,119,69,2,307.8,615.59,2023-11-20
1598,203,39,2,442.49,884.98,2023-12-23
1599,203,84,3,133.45,400.36,2023-06-14
1600,277,71,2,351.25,702.51,2023-09-16
1601,355,94,2,220.04,440.08,2023-10-21
1602,485,39,1,434.53,434.53,2023-12-21
1603,132,10,4,388.86,1555.44,2023-04-19
1604,26,48,3,301.13,903.38,2023-09-15
1605,174,18,1,438.12,438.12,2023-05-17
1606,144,65,3,122.92,368.75,2023-02-13
1607,317,53,2,516.14,1032.29,2023-08-30
1608,491,81,3,352.85,1058.56,2023-01-29
1609,96,77,3,66.93,200.8,2023-12-18
1610,220,77,2,52.09,104.19,2023-12-04
1611,445,52,4,147.39,589.58,2023-05-15
1612,185,107,4,107.24,428.95,2023-03-20
1613,93,101,4,212.6,850.39,2023-08-06
1614,495,110,4,152.8,611.19,2023-11-14
1615,224,74,4,464.67,1858.68,2023-08-03
1616,269,20,4,193.03,772.13,2023-09-29
1617,309,19,2,401.85,803.69,2023-01-27
1618,130,12,4,422.71,1690.86,2023-01-20
1619,498,13,4,158.61,634.44,2023-02-24
1620,321,94,4,192.12,768.47,2023-04-04
1621,235,53,4,403.4,1613.61,2023-07-17
1622,500,48,4,262.75,1051.02,2023-05-20
1623,106,103,1,173.83,173.83,2023-12-17
1624,73,71,3,365.74,1097.21,2023-05-24
1625,89,62,3,339.21,1017.64,2023-11-29
1626,373,5,1,337.63,337.63,2023-10-14
1627,454,63,1,372.15,372.15,2023-12-06
1628,189,106,4,335.79,1343.14,2023-02-15
1629,156,11,2,131.79,263.59,2023-01-06
1630,430,85,3,49.06,147.19,2023-04-18
1631,222,66,3,45.81,137.44,2023-05-23
1632,211,4,3,298.92,896.77,2023-12-27
1633,329,9,1,143.21,143.21,2023-03-05
1634,168,112,4,70.66,282.63,2023-03-12
1635,3,32,1,47.42,47.42,2023-09-03
1636,76,81,1,441.84,441.84,2023-04-24
1637,96,39,1,413.27,413.27,2023-08-15
1638,208,23,1,391.81,391.81,2023-06-24
1639,448,76,1,13.13,13.13,2023-06-01
1640,279,39,3,439.52,1318.56,2023-12-05
1641,107,116,4,186.42,745.69,2023-08-07
1642,181,29,3,355.98,1067.93,2023-10-21
1643,371,45,1,309.35,309.35,2023-11-17
1644,210,21,3,25.32,75.96,2023-08-07
1645,180,60,2,15.92,31.84,2023-10-15
1646,11,66,1,32.5,32.5,2023-09-15
1647,443,69,3,321.02,963.05,2023-07-03
1648,326,78,3,165.99,497.98,2023-12-22
1649,445,71,1,311.77,311.77,2023-04-02
1650,326,41,4,303.27,1213.07,2023-05-21
1651,49,50,1,14.32,14.32,2023-01-03
1652,204,83,4,308.7,1234.8,2023-11-23
1653,274,56,1,115.28,115.28,2023-03-18
1654,271,99,1,145.63,145.63,2023-02-06
1655,156,26,1,249.4,249.4,2023-11-06
1656,419,17,3,202.55,607.66,2023-03-05
1657,135,40,3,82.4,247.19,2023-06-18
1658,117,83,1,303.87,303.87,2023-11-21
1659,255,91,3,49.97,149.9,2023-04-07
1660,47,42,4,422.79,1691.16,2023-02-02
1661,487,23,3,335.74,1007.23,2023-07-03
1662,159,111,3,336.04,1008.12,2023-07-30
1663,144,21,4,31.37,125.49,2023-08-07
1664,206,1,4,543.72,2174.89,2023-03-14
1665,9,37,3,420.7,1262.09,2023-12-18
1666,290,34,3,543.95,1631.85,2023-05-27
1667,278,68,2,418.48,836.96,2023-08-12
1668,201,55,4,386.97,1547.88,2023-06-19
1669,10,35,2,159.78,319.55,2023-10-06
1670,299,34,1,435.22,435.22,2023-06-08
1671,111,17,2,163.76,327.51,2023-07-22
1672,288,82,3,327.15,981.45,2023-09-05
1673,8,26,2,246.3,492.61,2023-09-05
1674,257,107,2,105.65,211.31,2023-11-08
1675,127,17,1,152.61,152.61,2023-11-29
1676,254,103,3,143.86,431.59,2023-08-03
1677,469,59,3,475.23,1425.68,2023-02-22
1678,349,93,4,281.74,1126.95,2023-09-13
1679,406,96,2,339.49,678.99,2023-12-16
1680,58,111,1,306.52,306.52,2023-04-14
1681,269,25,1,521.92,521.92,2023-01-04
1682,130,58,1,137.68,137.68,2023-05-26
1683,310,28,3,461.9,1385.69,2023-10-22
1684,6,48,4,349.57,1398.26,2023-05-30
1685,498,50,3,15.65,46.94,2023-05-13
1686,482,79,4,124.16,496.63,2023-09-06
1687,38,9,2,135.58,271.17,2023-10-07
1688,156,53,3,400.97,1202.9,2023-05-20
1689,252,66,2,42.44,84.87,2023-06-01
1690,351,100,3,70.56,211.69,2023-04-22
1691,352,63,4,392.56,1570.26,2023-03-17
1692,226,12,4,462.35,1849.4,2023-04-16
1693,401,19,4,391.97,1567.89,2023-01-31
1694,459,43,4,298.9,1195.6,2023-05-03
1695,455,88,1,221.3,221.3,2023-07-08
1696,77,41,4,302.97,1211.86,2023-11-18
1697,451,82,1,451.36,451.36,2023-02-23
1698,175,56,3,136.77,410.31,2023-09-02
1699,312,9,3,111.64,334.91,2023-07-24
1700,466,71,2,375.92,751.83,2023-03-27
1701,249,55,3,372.44,1117.32,2023-10-05
1702,103,33,3,109.21,327.62,2023-06-14
1703,83,64,2,245.89,491.79,2023-07-14
1704,417,57,3,329.18,987.54,2023-01-11
1705,90,68,4,563.3,2253.21,2023-10-19
1706,34,70,2,235.97,471.95,2023-10-21
1707,318,82,1,406.68,406.68,2023-02-20
1708,32,31,4,237.72,950.87,2023-04-18
1709,133,24,3,387.36,1162.09,2023-02-10
1710,153,11,4,109.13,436.53,2023-04-17
1711,483,82,1,413.12,413.12,2023-05-30
1712,44,18,3,358.95,1076.85,2023-04-22
1713,433,14,4,229.33,917.32,2023-08-30
1714,159,2,4,172.21,688.83,2023-05-06
1715,253,68,4,578.48,2313.94,2023-10-03
1716,341,17,1,153.39,153.39,2023-10-19
1717,31,91,1,46.75,46.75,2023-07-15
1718,378,51,1,167.2,167.2,2023-09-20
1719,444,76,4,14.52,58.1,2023-12-28
1720,115,5,2,356.63,713.26,2023-12-25
1721,470,48,3,299.76,899.28,2023-01-30
1722,444,86,3,472.94,1418.82,2023-05-26
1723,93,20,1,211.39,211.39,2023-02-24
1724,70,3,3,321.76,965.28,2023-05-27
1725,135,88,2,178.87,357.75,2023-12-25
1726,176,74,1,408.83,408.83,2023-12-13
1727,284,114,3,389.72,1169.16,2023-09-15
1728,251,44,1,310.13,310.13,2023-08-23
1729,271,40,1,91.38,91.38,2023-04-14
1730,309,25,4,435.48,1741.92,2023-09-30
1731,101,14,1,195.1,195.1,2023-09-05
1732,124,114,4,418.18,1672.74,2023-06-30
1733,314,90,4,22.2,88.79,2023-09-02
1734,306,23,4,367.75,1471.02,2023-07-31
1735,154,38,3,62.85,188.55,2023-07-21
1736,363,93,2,324.11,648.23,2023-08-14
1737,81,13,1,185.58,185.58,2023-04-21
1738,278,92,1,41.01,41.01,2023-08-31
1739,311,65,3,152.41,457.23,2023-08-19
1740,481,64,3,245.15,735.44,2023-01-22
1741,44,7,3,440.41,1321.23,2023-11-07
1742,241,57,1,239.47,239.47,2023-04-21
1743,84,80,3,275.35,826.05,2023-01-02
1744,385,60,2,11.91,23.83,2023-12-30
1745,319,1,1,421.81,421.81,2023-07-23
1746,338,97,1,524.8,524.8,2023-11-24
1747,163,106,2,334.52,669.04,2023-02-19
1748,468,109,1,421.1,421.1,2023-12-18
1749,306,62,1,389.55,389.55,2023-09-12
1750,268,3,4,240.07,960.27,2023-01-30
1751,33,37,4,391.57,1566.29,2023-08-20
1752,60,83,2,239.22,478.44,2023-07-20
1753,121,76,4,12.65,50.61,2023-01-08
1754,218,14,3,176.03,528.08,2023-08-12
1755,157,75,3,567.51,1702.54,2023-01-02
1756,45,98,3,272.9,818.7,2023-01-30
1757,467,42,2,390.99,781.99,2023-01-09
1758,125,70,3,181.75,545.24,2023-04-28
1759,193,81,1,523.4,523.4,2023-06-23
1760,406,67,1,135.7,135.7,2023-03-18
1761,468,87,3,491.87,1475.61,2023-04-06
1762,277,107,3,98.52,295.57,2023-11-06
1763,410,86,2,486.14,972.29,2023-12-06
1764,380,73,1,5.97,5.97,2023-07-11
1765,427,73,1,6.14,6.14,2023-07-11
1766,396,114,3,387.95,1163.84,2023-12-13
1767,149,107,4,114.09,456.38,2023-10-24
1768,408,18,4,443.91,1775.65,2023-05-28
1769,109,89,4,261.95,1047.82,2023-08-19
1770,373,55,4,380.28,1521.14,2023-05-19
1771,23,29,3,342.94,1028.82,2023-04-15
1772,426,57,1,291.26,291.26,2023-10-06
1773,390,31,3,198.84,596.51,2023-01-18
1774,279,58,3,129.72,389.15,2023-04-19
1775,62,66,2,37.49,74.98,2023-07-12
1776,174,58,4,140.03,560.11,2023-10-19
1777,149,54,2,443.06,886.12,2023-03-10
1778,166,85,2,45.18,90.35,2023-02-25
1779,461,94,1,171.43,171.43,2023-10-04
1780,228,95,3,158.33,474.99,2023-07-12
1781,69,104,1,414.64,414.64,2023-11-07
1782,307,92,2,43.98,87.96,2023-01-21
1783,89,20,3,167.52,502.56,2023-12-18
1784,257,53,1,446.76,446.76,2023-09-19
1785,318,60,3,14.61,43.84,2023-07-11
1786,38,22,3,29.28,87.83,2023-07-21
1787,127,22,4,36.56,146.24,2023-02-21
1788,204,7,4,421.88,1687.51,2023-08-10
1789,243,103,1,168.93,168.93,2023-10-24
1790,25,91,3,49.91,149.72,2023-11-23
1791,415,69,2,258.18,516.35,2023-07-05
1792,77,38,1,64.14,64.14,2023-06-27
1793,392,29,1,384.53,384.53,2023-12-20
1794,242,120,2,229.74,459.49,2023-09-01
1795,327,42,3,411.77,1235.3,2023-01-19
1796,169,89,1,254.25,254.25,2023-05-06
1797,479,32,4,38.52,154.06,2023-01-19
1798,419,111,1,338.71,338.71,2023-08-30
1799,28,82,3,413.92,1241.77,2023-09-30
1800,315,103,3,134.72,404.17,2023-08-02
1801,111,6,4,361.75,1447.0,2023-08-16
1802,148,27,2,280.71,561.42,2023-04-12
1803,253,96,4,389.04,1556.17,2023-01-14
1804,238,36,4,433.0,1732.0,2023-12-14
1805,432,84,3,144.14,432.42,2023-12-20
1806,86,1,2,433.57,867.15,2023-11-04
1807,49,10,2,429.6,859.2,2023-05-14
1808,38,38,3,50.32,150.97,2023-06-11
1809,80,16,3,204.79,614.38,2023-05-18
1810,461,21,1,31.5,31.5,2023-01-11
1811,318,2,4,200.66,802.65,2023-03-17
1812,497,98,4,287.28,1149.11,2023-08-24
1813,491,12,1,392.81,392.81,2023-01-14
1814,208,115,3,433.16,1299.48,2023-03-07
1815,188,97,1,379.9,379.9,2023-04-11
1816,163,118,4,165.17,660.69,2023-02-15
1817,271,68,3,570.18,1710.54,2023-03-17
1818,220,3,1,244.09,244.09,2023-04-07
1819,133,29,3,400.4,1201.2,2023-05-01
1820,473,115,1,552.71,552.71,2023-07-12
1821,492,94,2,231.59,463.17,2023-04-06
1822,271,119,1,142.65,142.65,2023-07-09
1823,421,30,1,462.84,462.84,2023-08-31
1824,276,39,2,546.42,1092.84,2023-08-28
1825,385,20,4,209.27,837.06,2023-11-20
1826,306,16,1,194.24,194.24,2023-07-02
1827,11,120,1,223.59,223.59,2023-07-29
1828,253,100,2,66.53,133.05,2023-07-03
1829,126,56,2,110.15,220.29,2023-12-15
1830,236,25,4,459.1,1836.39,2023-08-08
1831,256,53,1,409.26,409.26,2023-04-18
1832,437,83,1,302.46,302.46,2023-11-09
1833,256,74,4,344.21,1376.85,2023-02-09
1834,31,111,3,271.86,815.58,2023-02-16
1835,225,65,3,155.81,467.44,2023-06-07
1836,258,82,2,387.58,775.17,2023-12-01
1837,216,104,2,522.72,1045.44,2023-01-14
1838,207,24,1,319.44,319.44,2023-05-23
1839,398,114,2,417.1,834.19,2023-10-19
