transaction_id,customer_id,product_id,quantity,price,total_amount,date,year,month,day,day_of_week,effective_price
1197,251,112,3,92.89,278.68,2023-01-29,2023,1,29,6,92.89333333333333
1198,19,8,1,313.04,313.04,2023-09-23,2023,9,23,5,313.04
1199,12,102,4,440.5,1761.99,2023-09-12,2023,9,12,1,440.4975
1200,304,118,2,174.37,348.75,2023-05-27,2023,5,27,5,174.375
1201,88,46,1,29.36,29.36,2023-11-15,2023,11,15,2,29.36
1202,452,10,3,368.18,1104.55,2023-01-24,2023,1,24,1,368.18333333333334
1203,363,79,2,136.37,272.73,2023-04-12,2023,4,12,2,136.365
1204,236,41,4,283.67,1134.67,2023-04-09,2023,4,9,6,283.6675
1205,301,107,3,138.57,415.71,2023-04-29,2023,4,29,5,138.57
1206,337,41,4,282.02,1128.08,2023-07-06,2023,7,6,3,282.02
1207,337,99,4,106.55,426.18,2023-03-05,2023,3,5,6,106.545
1208,368,98,4,305.94,1223.75,2023-09-20,2023,9,20,2,305.9375
1209,478,102,2,407.09,814.19,2023-07-27,2023,7,27,3,407.095
1210,444,103,2,144.32,288.64,2023-10-02,2023,10,2,0,144.32
1211,243,81,2,461.69,923.37,2023-11-14,2023,11,14,1,461.685
1212,378,58,4,161.64,646.55,2023-12-28,2023,12,28,3,161.6375
1213,467,49,1,112.27,112.27,2023-10-13,2023,10,13,4,112.27
1214,202,27,3,310.3,930.9,2023-09-12,2023,9,12,1,310.3
1215,381,39,2,507.53,1015.06,2023-01-29,2023,1,29,6,507.53
1216,176,105,3,333.59,1000.78,2023-05-07,2023,5,7,6,333.5933333333333
1217,27,17,2,162.07,324.14,2023-02-27,2023,2,27,0,162.07
1218,429,98,1,281.47,281.47,2023-11-16,2023,11,16,3,281.47
1219,350,15,3,120.21,360.64,2023-02-04,2023,2,4,5,120.21333333333332
1220,477,7,4,379.63,1518.53,2023-04-12,2023,4,12,2,379.6325
1221,469,77,3,56.64,169.93,2023-03-19,2023,3,19,6,56.64333333333334
1222,393,3,1,259.83,259.83,2023-08-16,2023,8,16,2,259.83
1223,399,33,1,82.72,82.72,2023-01-18,2023,1,18,2,82.72
1224,313,44,2,288.63,577.27,2023-04-22,2023,4,22,5,288.635
1225,464,100,2,72.78,145.56,2023-08-13,2023,8,13,6,72.78
1226,387,102,2,338.46,676.92,2023-11-17,2023,11,17,4,338.46
1227,441,25,4,438.02,1752.07,2023-08-25,2023,8,25,4,438.0175
1228,186,23,4,483.12,1932.5,2023-04-21,2023,4,21,4,483.125
1229,28,109,2,359.44,718.87,2023-12-21,2023,12,21,3,359.435
1230,25,14,1,247.02,247.02,2023-07-23,2023,7,23,6,247.02
1231,130,4,3,255.33,765.98,2023-03-18,2023,3,18,5,255.32666666666668
1232,93,105,2,309.24,618.49,2023-11-08,2023,11,8,2,309.245
1233,321,30,1,576.81,576.81,2023-12-15,2023,12,15,4,576.81
1234,195,24,2,368.36,736.73,2023-05-27,2023,5,27,5,368.365
1235,282,96,4,339.43,1357.71,2023-10-13,2023,10,13,4,339.4275
1236,385,9,1,117.39,117.39,2023-10-17,2023,10,17,1,117.39
1237,378,105,3,347.19,1041.57,2023-05-05,2023,5,5,4,347.19
1238,431,69,2,216.32,432.64,2023-08-04,2023,8,4,4,216.32
1239,274,9,4,127.94,511.76,2023-11-03,2023,11,3,4,127.94
1240,175,6,3,344.03,1032.09,2023-12-16,2023,12,16,5,344.03
1241,27,113,1,158.82,158.82,2023-03-09,2023,3,9,3,158.82
1242,446,69,2,244.53,489.06,2023-06-21,2023,6,21,2,244.53
1243,314,19,3,327.62,982.87,2023-05-27,2023,5,27,5,327.62333333333333
1244,323,108,3,526.7,1580.1,2023-12-29,2023,12,29,4,526.6999999999999
1245,67,80,2,265.72,531.43,2023-11-30,2023,11,30,3,265.715
1246,180,31,1,255.0,255.0,2023-07-16,2023,7,16,6,255.0
1247,371,9,1,136.69,136.69,2023-12-27,2023,12,27,2,136.69
1248,137,107,3,140.55,421.66,2023-05-29,2023,5,29,0,140.55333333333334
1249,74,74,3,395.5,1186.49,2023-11-09,2023,11,9,3,395.49666666666667
1250,400,32,3,50.4,151.19,2023-01-26,2023,1,26,3,50.39666666666667
1251,268,30,2,589.53,1179.05,2023-05-13,2023,5,13,5,589.525
1252,191,120,1,302.51,302.51,2023-12-18,2023,12,18,0,302.51
1253,298,45,2,388.21,776.41,2023-12-20,2023,12,20,2,388.205
1254,239,83,1,242.94,242.94,2023-09-20,2023,9,20,2,242.94
1255,298,30,3,539.96,1619.87,2023-09-09,2023,9,9,5,539.9566666666666
1256,200,74,2,441.89,883.77,2023-08-27,2023,8,27,6,441.885
1257,122,41,4,272.63,1090.53,2023-09-25,2023,9,25,0,272.6325
1258,305,99,3,115.02,345.07,2023-08-09,2023,8,9,2,115.02333333333333
1259,44,10,1,317.03,317.03,2023-05-21,2023,5,21,6,317.03
1260,40,19,1,321.22,321.22,2023-04-23,2023,4,23,6,321.22
1261,122,2,2,203.21,406.42,2023-02-26,2023,2,26,6,203.21
1262,316,36,4,385.78,1543.11,2023-12-10,2023,12,10,6,385.7775
1263,306,45,4,314.34,1257.35,2023-07-28,2023,7,28,4,314.3375
1264,299,84,2,172.3,344.6,2023-09-18,2023,9,18,0,172.3
1265,78,5,3,448.64,1345.92,2023-07-27,2023,7,27,3,448.64000000000004
1266,64,82,2,405.57,811.14,2023-05-26,2023,5,26,4,405.57
1267,223,96,2,361.19,722.39,2023-09-28,2023,9,28,3,361.195
1268,110,67,4,101.57,406.29,2023-05-26,2023,5,26,4,101.5725
1269,321,63,3,309.65,928.96,2023-07-11,2023,7,11,1,309.65333333333336
1270,72,54,3,394.95,1184.85,2023-12-04,2023,12,4,0,394.95
1271,387,50,2,12.88,25.75,2023-06-30,2023,6,30,4,12.875
1272,298,71,1,398.77,398.77,2023-07-26,2023,7,26,2,398.77
1273,166,39,4,526.08,2104.33,2023-07-20,2023,7,20,3,526.0825
1274,28,52,3,131.45,394.34,2023-02-07,2023,2,7,1,131.44666666666666
1275,402,98,1,279.66,279.66,2023-07-23,2023,7,23,6,279.66
1276,138,91,4,36.44,145.74,2023-11-20,2023,11,20,0,36.435
1277,384,116,2,142.71,285.41,2023-06-18,2023,6,18,6,142.705
1278,2,10,3,312.75,938.26,2023-04-23,2023,4,23,6,312.75333333333333
1279,215,21,4,24.23,96.92,2023-11-15,2023,11,15,2,24.23
1280,33,101,1,206.85,206.85,2023-11-08,2023,11,8,2,206.85
1281,75,104,2,512.34,1024.68,2023-05-27,2023,5,27,5,512.34
1282,132,13,1,174.66,174.66,2023-04-17,2023,4,17,0,174.66
1283,1,87,3,551.45,1654.35,2023-03-13,2023,3,13,0,551.4499999999999
1284,486,53,3,542.69,1628.08,2023-04-25,2023,4,25,1,542.6933333333333
1285,257,68,2,551.77,1103.53,2023-05-28,2023,5,28,6,551.765
1286,483,99,3,106.85,320.55,2023-05-08,2023,5,8,0,106.85000000000001
1287,490,40,2,90.11,180.23,2023-08-09,2023,8,9,2,90.115
1288,182,29,4,342.11,1368.44,2023-07-15,2023,7,15,5,342.11
1289,484,12,3,448.73,1346.2,2023-05-25,2023,5,25,3,448.73333333333335
1290,444,21,3,24.59,73.78,2023-02-13,2023,2,13,0,24.593333333333334
1291,210,104,4,440.19,1760.76,2023-03-09,2023,3,9,3,440.19
1292,99,6,4,369.0,1476.02,2023-01-05,2023,1,5,3,369.005
1293,236,108,4,500.5,2002.01,2023-11-08,2023,11,8,2,500.5025
1294,415,91,3,39.0,117.0,2023-12-17,2023,12,17,6,39.0
1295,42,21,4,34.39,137.55,2023-06-29,2023,6,29,3,34.3875
1296,423,7,1,525.59,525.59,2023-10-10,2023,10,10,1,525.59
1297,106,39,3,406.57,1219.7,2023-06-22,2023,6,22,3,406.56666666666666
1298,185,44,1,351.87,351.87,2023-03-14,2023,3,14,1,351.87
1299,406,104,1,522.63,522.63,2023-11-15,2023,11,15,2,522.63
1300,292,85,1,57.4,57.4,2023-07-14,2023,7,14,4,57.4
1301,348,31,3,272.68,818.05,2023-08-08,2023,8,8,1,272.68333333333334
1302,144,103,2,159.85,319.71,2023-01-19,2023,1,19,3,159.855
1303,104,69,2,264.32,528.65,2023-01-12,2023,1,12,3,264.325
1304,278,70,4,240.44,961.75,2023-08-24,2023,8,24,3,240.4375
1305,320,102,3,311.52,934.56,2023-03-07,2023,3,7,1,311.52
1306,467,40,2,106.01,212.01,2023-12-26,2023,12,26,1,106.005
1307,157,99,3,119.52,358.56,2023-12-21,2023,12,21,3,119.52
1308,428,85,4,46.36,185.42,2023-05-08,2023,5,8,0,46.355
1309,379,103,3,131.82,395.47,2023-05-31,2023,5,31,2,131.82333333333335
1310,324,36,2,516.42,1032.84,2023-03-17,2023,3,17,4,516.42
1311,319,31,1,220.86,220.86,2023-10-27,2023,10,27,4,220.86
1312,173,1,2,517.41,1034.82,2023-11-23,2023,11,23,3,517.41
1313,14,47,2,219.46,438.92,2023-08-23,2023,8,23,2,219.46
1314,220,66,4,41.87,167.47,2023-08-06,2023,8,6,6,41.8675
1315,137,35,1,139.37,139.37,2023-05-10,2023,5,10,2,139.37
1316,202,74,3,449.33,1347.99,2023-08-01,2023,8,1,1,449.33
1317,212,86,3,463.4,1390.2,2023-05-30,2023,5,30,1,463.40000000000003
1318,51,42,4,294.9,1179.59,2023-04-15,2023,4,15,5,294.8975
1319,105,26,1,329.31,329.31,2023-10-15,2023,10,15,6,329.31
1320,256,21,3,24.42,73.26,2023-04-17,2023,4,17,0,24.42
1321,456,110,2,151.32,302.64,2023-11-28,2023,11,28,1,151.32
1322,347,1,4,547.03,2188.13,2023-02-01,2023,2,1,2,547.0325
1323,205,38,3,63.78,191.34,2023-09-21,2023,9,21,3,63.78
1324,127,94,1,211.73,211.73,2023-01-14,2023,1,14,5,211.73
1325,470,18,1,419.86,419.86,2023-05-21,2023,5,21,6,419.86
1326,384,38,2,50.12,100.24,2023-12-16,2023,12,16,5,50.12
1327,370,39,2,527.79,1055.57,2023-03-07,2023,3,7,1,527.785
1328,323,103,3,137.26,411.79,2023-10-09,2023,10,9,0,137.26333333333335
1329,4,57,4,256.03,1024.13,2023-07-20,2023,7,20,3,256.0325
1330,296,26,4,251.81,1007.25,2023-02-17,2023,2,17,4,251.8125
1331,212,30,1,504.11,504.11,2023-08-31,2023,8,31,3,504.11
1332,116,115,4,556.12,2224.48,2023-07-25,2023,7,25,1,556.12
1333,217,70,4,220.97,883.88,2023-01-11,2023,1,11,2,220.97
1334,305,95,3,170.6,511.81,2023-01-04,2023,1,4,2,170.60333333333332
1335,308,109,2,502.94,1005.87,2023-01-22,2023,1,22,6,502.935
1336,46,76,1,12.79,12.79,2023-05-07,2023,5,7,6,12.79
1337,26,119,4,152.45,609.79,2023-06-08,2023,6,8,3,152.4475
1338,303,80,4,351.7,1406.79,2023-09-30,2023,9,30,5,351.6975
1339,277,12,1,401.33,401.33,2023-11-23,2023,11,23,3,401.33
1340,128,116,2,150.13,300.27,2023-01-20,2023,1,20,4,150.135
1341,66,4,4,278.33,1113.32,2023-12-14,2023,12,14,3,278.33
1342,90,99,3,128.91,386.72,2023-04-02,2023,4,2,6,128.90666666666667
1343,15,79,2,125.51,251.02,2023-03-04,2023,3,4,5,125.51
1344,155,54,1,559.6,559.6,2023-05-28,2023,5,28,6,559.6
1345,443,42,3,395.96,1187.88,2023-07-03,2023,7,3,0,395.96000000000004
1346,88,106,2,394.69,789.38,2023-06-01,2023,6,1,3,394.69
1347,349,37,2,326.66,653.33,2023-09-23,2023,9,23,5,326.665
1348,191,105,2,279.46,558.92,2023-01-18,2023,1,18,2,279.46
1349,242,51,3,129.9,389.7,2023-12-29,2023,12,29,4,129.9
1350,340,100,2,76.77,153.55,2023-12-03,2023,12,3,6,76.775
1351,161,83,4,307.56,1230.23,2023-03-15,2023,3,15,2,307.5575
1352,418,49,3,118.61,355.82,2023-09-19,2023,9,19,1,118.60666666666667
1353,308,28,2,477.7,955.41,2023-08-10,2023,8,10,3,477.705
1354,120,106,2,480.69,961.38,2023-09-29,2023,9,29,4,480.69
1355,192,1,3,398.11,1194.33,2023-05-13,2023,5,13,5,398.10999999999996
1356,201,64,1,264.94,264.94,2023-12-04,2023,12,4,0,264.94
1357,49,11,2,149.96,299.92,2023-03-29,2023,3,29,2,149.96
1358,90,83,1,282.74,282.74,2023-12-28,2023,12,28,3,282.74
1359,133,53,3,481.93,1445.79,2023-10-02,2023,10,2,0,481.93
1360,446,115,4,554.69,2218.75,2023-07-23,2023,7,23,6,554.6875
1361,377,53,1,471.2,471.2,2023-12-07,2023,12,7,3,471.2
1362,216,11,4,134.03,536.12,2023-03-20,2023,3,20,0,134.03
1363,150,53,3,530.63,1591.89,2023-10-26,2023,10,26,3,530.63
1364,435,75,2,389.62,779.24,2023-04-24,2023,4,24,0,389.62
1365,370,28,3,496.77,1490.32,2023-03-21,2023,3,21,1,496.7733333333333
1366,145,21,2,32.73,65.46,2023-01-09,2023,1,9,0,32.73
1367,370,101,1,243.0,243.0,2023-08-20,2023,8,20,6,243.0
1368,346,83,3,235.18,705.54,2023-11-04,2023,11,4,5,235.17999999999998
1369,315,18,3,382.06,1146.19,2023-12-09,2023,12,9,5,382.06333333333333
1370,1,8,1,282.72,282.72,2023-06-28,2023,6,28,2,282.72
1371,479,59,3,446.97,1340.9,2023-02-28,2023,2,28,1,446.9666666666667
1372,485,104,3,481.72,1445.16,2023-05-17,2023,5,17,2,481.72
1373,98,101,4,235.83,943.32,2023-04-13,2023,4,13,3,235.83
1374,246,91,1,42.45,42.45,2023-01-15,2023,1,15,6,42.45
1375,8,93,2,327.8,655.6,2023-04-07,2023,4,7,4,327.8
1376,438,50,1,17.72,17.72,2023-11-20,2023,11,20,0,17.72
1377,186,119,2,125.64,251.27,2023-09-04,2023,9,4,0,125.635
1378,478,70,1,194.83,194.83,2023-05-02,2023,5,2,1,194.83
1379,467,61,3,248.33,745.0,2023-09-28,2023,9,28,3,248.33333333333334
1380,48,85,3,45.48,136.45,2023-02-20,2023,2,20,0,45.48333333333333
1381,88,91,2,42.29,84.57,2023-08-14,2023,8,14,0,42.285
1382,46,105,4,241.18,964.71,2023-03-23,2023,3,23,3,241.1775
1383,475,38,3,53.76,161.29,2023-01-02,2023,1,2,0,53.76333333333333
1384,499,34,2,395.07,790.14,2023-03-24,2023,3,24,4,395.07
1385,24,112,4,74.11,296.45,2023-06-09,2023,6,9,4,74.1125
1386,271,87,3,442.51,1327.52,2023-07-06,2023,7,6,3,442.50666666666666
1387,260,74,1,384.67,384.67,2023-10-10,2023,10,10,1,384.67
1388,93,72,2,497.38,994.76,2023-10-16,2023,10,16,0,497.38
1389,239,74,1,404.99,404.99,2023-12-15,2023,12,15,4,404.99
1390,260,85,4,48.72,194.89,2023-06-29,2023,6,29,3,48.7225
1391,342,21,3,24.5,73.51,2023-03-22,2023,3,22,2,24.503333333333334
1392,140,24,2,273.99,547.99,2023-06-22,2023,6,22,3,273.995
1393,378,73,2,7.26,14.53,2023-09-19,2023,9,19,1,7.265
1394,97,42,2,372.69,745.38,2023-02-21,2023,2,21,1,372.69
1395,356,120,2,269.22,538.45,2023-04-12,2023,4,12,2,269.225
1396,36,74,4,363.57,1454.26,2023-07-20,2023,7,20,3,363.565
1397,118,116,1,148.74,148.74,2023-02-14,2023,2,14,1,148.74
1398,349,115,1,469.68,469.68,2023-01-01,2023,1,1,6,469.68
1399,410,78,3,153.2,459.6,2023-08-05,2023,8,5,5,153.20000000000002
1400,1,6,2,379.66,759.32,2023-12-18,2023,12,18,0,379.66
1401,59,114,1,284.5,284.5,2023-03-01,2023,3,1,2,284.5
1402,382,15,4,85.76,343.05,2023-03-02,2023,3,2,3,85.7625
1403,167,34,2,550.65,1101.31,2023-10-11,2023,10,11,2,550.655
1404,330,21,1,30.08,30.08,2023-05-01,2023,5,1,0,30.08
1405,245,27,1,289.07,289.07,2023-08-06,2023,8,6,6,289.07
1406,372,39,4,455.96,1823.83,2023-08-04,2023,8,4,4,455.9575
1407,140,118,3,148.1,444.29,2023-04-02,2023,4,2,6,148.09666666666666
1408,452,106,4,334.61,1338.45,2023-02-10,2023,2,10,4,334.6125
1409,334,20,2,160.35,320.69,2023-07-04,2023,7,4,1,160.345
1410,476,66,4,37.44,149.77,2023-02-26,2023,2,26,6,37.4425
1411,231,31,3,217.3,651.9,2023-04-23,2023,4,23,6,217.29999999999998
1412,22,105,3,315.53,946.58,2023-01-12,2023,1,12,3,315.5266666666667
1413,93,113,2,214.71,429.42,2023-08-31,2023,8,31,3,214.71
1414,292,116,2,167.41,334.82,2023-07-23,2023,7,23,6,167.41
1415,224,106,4,375.49,1501.96,2023-01-20,2023,1,20,4,375.49
1416,166,95,2,191.65,383.31,2023-06-12,2023,6,12,0,191.655
1417,54,58,3,111.31,333.93,2023-08-08,2023,8,8,1,111.31
1418,363,26,2,287.68,575.37,2023-10-21,2023,10,21,5,287.685
1419,109,91,1,51.76,51.76,2023-05-03,2023,5,3,2,51.76
1420,167,18,2,377.2,754.41,2023-08-08,2023,8,8,1,377.205
1421,159,1,4,470.21,1880.83,2023-07-06,2023,7,6,3,470.2075
1422,310,59,3,399.91,1199.74,2023-11-16,2023,11,16,3,399.91333333333336
1423,195,41,2,284.73,569.46,2023-05-13,2023,5,13,5,284.73
1424,375,15,1,109.67,109.67,2023-04-24,2023,4,24,0,109.67
1425,127,17,3,174.7,524.09,2023-07-31,2023,7,31,0,174.6966666666667
1426,397,50,4,17.07,68.29,2023-01-14,2023,1,14,5,17.0725
1427,486,118,4,168.7,674.81,2023-01-28,2023,1,28,5,168.7025
1428,170,22,2,29.43,58.86,2023-12-28,2023,12,28,3,29.43
1429,33,29,2,400.35,800.7,2023-06-28,2023,6,28,2,400.35
1430,287,34,2,380.16,760.31,2023-08-12,2023,8,12,5,380.155
1431,80,71,4,378.01,1512.06,2023-06-16,2023,6,16,4,378.015
1432,195,37,4,438.93,1755.7,2023-12-18,2023,12,18,0,438.925
1433,41,66,3,34.66,103.98,2023-03-03,2023,3,3,4,34.660000000000004
1434,336,58,1,144.11,144.11,2023-02-13,2023,2,13,0,144.11
1435,46,84,1,144.37,144.37,2023-07-04,2023,7,4,1,144.37
1436,142,85,2,51.05,102.09,2023-10-17,2023,10,17,1,51.045
1437,115,87,3,550.18,1650.53,2023-11-09,2023,11,9,3,550.1766666666666
1438,374,78,4,125.25,501.02,2023-12-13,2023,12,13,2,125.255
1439,51,107,4,142.37,569.49,2023-07-21,2023,7,21,4,142.3725
1440,121,21,1,33.71,33.71,2023-07-06,2023,7,6,3,33.71
1441,424,117,4,363.67,1454.67,2023-03-21,2023,3,21,1,363.6675
1442,345,82,3,462.31,1386.93,2023-05-07,2023,5,7,6,462.31
1443,397,58,1,145.66,145.66,2023-04-13,2023,4,13,3,145.66
1444,54,1,1,491.58,491.58,2023-06-26,2023,6,26,0,491.58
1445,164,56,4,142.63,570.5,2023-08-13,2023,8,13,6,142.625
1446,309,77,3,58.73,176.18,2023-12-05,2023,12,5,1,58.72666666666667
1447,174,109,4,357.67,1430.68,2023-01-26,2023,1,26,3,357.67
1448,348,114,3,332.08,996.25,2023-07-05,2023,7,5,2,332.0833333333333
1449,31,112,3,84.99,254.97,2023-06-09,2023,6,9,4,84.99
1450,443,103,2,165.05,330.1,2023-11-01,2023,11,1,2,165.05
1451,10,14,2,235.78,471.56,2023-06-21,2023,6,21,2,235.78
1452,405,87,4,403.67,1614.69,2023-02-03,2023,2,3,4,403.6725
1453,42,73,3,7.97,23.91,2023-06-21,2023,6,21,2,7.97
1454,258,60,2,16.24,32.49,2023-01-20,2023,1,20,4,16.245
1455,88,35,4,131.87,527.48,2023-09-16,2023,9,16,5,131.87
1456,232,118,4,132.28,529.11,2023-12-10,2023,12,10,6,132.2775
1457,434,79,4,120.92,483.69,2023-04-04,2023,4,4,1,120.9225
1458,248,43,3,294.0,882.01,2023-10-04,2023,10,4,2,294.00333333333333
1459,133,105,4,297.35,1189.39,2023-04-23,2023,4,23,6,297.3475
1460,293,44,2,258.59,517.18,2023-05-13,2023,5,13,5,258.59
1461,393,49,2,141.02,282.04,2023-06-30,2023,6,30,4,141.02
1462,172,41,1,308.26,308.26,2023-11-19,2023,11,19,6,308.26
1463,164,64,1,316.36,316.36,2023-07-31,2023,7,31,0,316.36
1464,456,16,3,202.91,608.74,2023-03-26,2023,3,26,6,202.91333333333333
1465,462,3,2,274.79,549.59,2023-11-22,2023,11,22,2,274.795
1466,191,38,3,46.77,140.3,2023-08-08,2023,8,8,1,46.76666666666667
1467,193,51,2,125.99,251.98,2023-09-26,2023,9,26,1,125.99
1468,440,111,2,307.84,615.68,2023-12-29,2023,12,29,4,307.84
1469,286,95,2,188.61,377.22,2023-03-26,2023,3,26,6,188.61
1470,244,16,1,211.11,211.11,2023-10-21,2023,10,21,5,211.11
1471,179,31,2,271.05,542.09,2023-08-03,2023,8,3,3,271.045
1472,28,52,4,144.06,576.25,2023-09-04,2023,9,4,0,144.0625
1473,129,2,1,207.49,207.49,2023-10-26,2023,10,26,3,207.49
1474,430,109,2,348.46,696.92,2023-08-03,2023,8,3,3,348.46
1475,292,39,3,401.87,1205.62,2023-11-25,2023,11,25,5,401.8733333333333
1476,107,40,1,91.76,91.76,2023-05-31,2023,5,31,2,91.76
1477,23,75,3,418.82,1256.46,2023-05-07,2023,5,7,6,418.82
1478,467,81,2,411.37,822.74,2023-01-10,2023,1,10,1,411.37
1479,45,64,2,237.81,475.62,2023-06-08,2023,6,8,3,237.81
1480,269,43,2,236.31,472.63,2023-11-12,2023,11,12,6,236.315
1481,194,12,4,510.48,2041.91,2023-07-15,2023,7,15,5,510.4775
1482,220,61,4,178.65,714.58,2023-08-21,2023,8,21,0,178.645
1483,466,12,1,385.56,385.56,2023-01-08,2023,1,8,6,385.56
1484,237,42,3,402.81,1208.42,2023-01-08,2023,1,8,6,402.8066666666667
1485,232,114,1,365.24,365.24,2023-03-20,2023,3,20,0,365.24
1486,134,28,3,374.48,1123.45,2023-02-10,2023,2,10,4,374.48333333333335
1487,244,68,1,511.74,511.74,2023-07-31,2023,7,31,0,511.74
1488,60,106,2,373.61,747.22,2023-11-14,2023,11,14,1,373.61
1489,405,30,2,569.72,1139.45,2023-06-14,2023,6,14,2,569.725
1490,449,56,2,132.98,265.96,2023-10-22,2023,10,22,6,132.98
1491,324,31,1,261.57,261.57,2023-12-29,2023,12,29,4,261.57
1492,138,37,2,375.27,750.54,2023-12-31,2023,12,31,6,375.27
1493,357,81,2,451.36,902.72,2023-03-04,2023,3,4,5,451.36
1494,323,103,1,164.52,164.52,2023-07-10,2023,7,10,0,164.52
1495,382,38,4,61.22,244.9,2023-12-20,2023,12,20,2,61.225
1496,164,55,2,334.72,669.44,2023-01-12,2023,1,12,3,334.72
1497,268,70,2,252.14,504.28,2023-08-01,2023,8,1,1,252.14
1498,459,46,1,36.15,36.15,2023-12-25,2023,12,25,0,36.15
1499,190,93,3,324.67,974.01,2023-11-02,2023,11,2,3,324.67
1500,56,100,2,58.45,116.9,2023-07-27,2023,7,27,3,58.45
1501,423,105,4,313.52,1254.09,2023-10-01,2023,10,1,6,313.5225
1502,221,101,4,198.04,792.15,2023-12-09,2023,12,9,5,198.0375
1503,29,33,1,76.34,76.34,2023-05-09,2023,5,9,1,76.34
1504,75,42,3,378.03,1134.08,2023-12-11,2023,12,11,0,378.02666666666664
1505,398,21,2,30.2,60.41,2023-08-08,2023,8,8,1,30.205
1506,270,45,1,402.22,402.22,2023-11-15,2023,11,15,2,402.22
1507,232,81,3,395.94,1187.82,2023-12-31,2023,12,31,6,395.94
1508,250,70,2,230.11,460.23,2023-10-18,2023,10,18,2,230.115
1509,238,102,4,420.56,1682.25,2023-01-21,2023,1,21,5,420.5625
1510,473,59,1,449.91,449.91,2023-03-24,2023,3,24,4,449.91
1511,35,90,2,19.38,38.75,2023-07-02,2023,7,2,6,19.375
1512,125,100,2,74.67,149.34,2023-11-04,2023,11,4,5,74.67
1513,203,55,4,403.8,1615.21,2023-01-30,2023,1,30,0,403.8025
1514,390,103,4,124.55,498.21,2023-09-28,2023,9,28,3,124.5525
1515,250,36,3,501.41,1504.22,2023-07-11,2023,7,11,1,501.4066666666667
1516,120,26,4,254.3,1017.21,2023-10-10,2023,10,10,1,254.3025
1517,155,13,2,151.99,303.97,2023-05-28,2023,5,28,6,151.985
1518,424,105,4,342.33,1369.33,2023-02-27,2023,2,27,0,342.3325
1519,353,109,3,422.94,1268.83,2023-02-20,2023,2,20,0,422.9433333333333
1520,161,37,1,386.24,386.24,2023-05-17,2023,5,17,2,386.24
1521,304,89,4,218.79,875.17,2023-11-28,2023,11,28,1,218.7925
1522,413,1,1,412.01,412.01,2023-06-16,2023,6,16,4,412.01
1523,374,44,4,357.46,1429.83,2023-10-05,2023,10,5,3,357.4575
1524,370,53,2,475.62,951.24,2023-06-27,2023,6,27,1,475.62
1525,45,87,1,402.56,402.56,2023-04-07,2023,4,7,4,402.56
1526,72,24,4,370.53,1482.11,2023-05-06,2023,5,6,5,370.5275
1527,333,111,1,336.98,336.98,2023-09-18,2023,9,18,0,336.98
1528,394,34,3,514.67,1544.0,2023-09-08,2023,9,8,4,514.6666666666666
1529,301,10,1,316.26,316.26,2023-11-30,2023,11,30,3,316.26
1530,113,23,2,404.07,808.13,2023-02-15,2023,2,15,2,404.065
1531,12,91,3,37.43,112.3,2023-03-25,2023,3,25,5,37.43333333333333
1532,228,53,4,393.01,1572.04,2023-08-25,2023,8,25,4,393.01
1533,270,116,3,145.73,437.18,2023-08-14,2023,8,14,0,145.72666666666666
1534,204,116,2,163.77,327.54,2023-04-14,2023,4,14,4,163.77
1535,303,107,4,136.01,544.04,2023-01-26,2023,1,26,3,136.01
1536,23,58,2,120.26,240.52,2023-11-15,2023,11,15,2,120.26
1537,60,103,2,128.0,255.99,2023-11-07,2023,11,7,1,127.995
1538,40,54,1,518.52,518.52,2023-11-29,2023,11,29,2,518.52
1539,269,93,4,266.46,1065.85,2023-12-02,2023,12,2,5,266.4625
1540,40,9,1,131.57,131.57,2023-01-07,2023,1,7,5,131.57
1541,127,68,3,425.59,1276.78,2023-06-02,2023,6,2,4,425.5933333333333
1542,3,11,4,136.39,545.57,2023-08-31,2023,8,31,3,136.3925
1543,242,113,4,168.89,675.58,2023-10-30,2023,10,30,0,168.895
1544,460,103,4,142.05,568.21,2023-09-28,2023,9,28,3,142.0525
1545,474,109,4,485.46,1941.85,2023-02-23,2023,2,23,3,485.4625
1546,37,10,1,311.11,311.11,2023-06-28,2023,6,28,2,311.11
1547,142,81,1,417.69,417.69,2023-02-09,2023,2,9,3,417.69
1548,247,117,1,333.11,333.11,2023-05-17,2023,5,17,2,333.11
1549,170,35,1,145.85,145.85,2023-03-16,2023,3,16,3,145.85
1550,477,62,1,332.86,332.86,2023-04-06,2023,4,6,3,332.86
1551,129,8,1,382.46,382.46,2023-06-01,2023,6,1,3,382.46
1552,98,92,2,41.38,82.76,2023-02-06,2023,2,6,0,41.38
1553,76,13,4,161.33,645.32,2023-03-08,2023,3,8,2,161.33
1554,15,60,2,13.93,27.86,2023-07-10,2023,7,10,0,13.93
1555,206,55,2,371.38,742.76,2023-01-22,2023,1,22,6,371.38
1556,310,39,1,480.21,480.21,2023-05-09,2023,5,9,1,480.21
1557,71,1,3,534.76,1604.29,2023-04-01,2023,4,1,5,534.7633333333333
1558,183,32,3,36.95,110.85,2023-03-24,2023,3,24,4,36.949999999999996
1559,452,107,4,131.0,523.98,2023-12-13,2023,12,13,2,130.995
1560,250,87,3,437.25,1311.74,2023-12-05,2023,12,5,1,437.24666666666667
1561,418,113,3,194.76,584.27,2023-05-19,2023,5,19,4,194.75666666666666
