ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-04-05,8697.222741957938,3306.8659056876754,14663.43489498827,8697.222741957938,8697.222741957938,288.4127097581739,288.4127097581739,288.4127097581739,516.0666315602546,516.0666315602546,516.0666315602546,-227.65392180208062,-227.65392180208062,-227.65392180208062,0.0,0.0,0.0,8985.63545171611
2023-04-06,8701.40382108425,4277.883582336071,15210.379878815007,8701.40382108425,8701.40382108425,842.6265482117711,842.6265482117711,842.6265482117711,1036.199287741164,1036.199287741164,1036.199287741164,-193.57273952939272,-193.57273952939272,-193.57273952939272,0.0,0.0,0.0,9544.03036929602
2023-04-07,8705.584900210562,2885.6319180316505,13707.808749761345,8705.584900210562,8705.584900210562,-508.40188282002066,-508.40188282002066,-508.40188282002066,-344.02821469249795,-344.02821469249795,-344.02821469249795,-164.3736681275228,-164.3736681275228,-164.3736681275228,0.0,0.0,0.0,8197.183017390542
2023-04-08,8709.765979336875,2303.1447989267745,13701.852057292599,8709.765979336875,8709.765979336875,-979.8173781061726,-979.8173781061726,-979.8173781061726,-839.2142227091562,-839.2142227091562,-839.2142227091562,-140.60315539701645,-140.60315539701645,-140.60315539701645,0.0,0.0,0.0,7729.9486012307025
2023-04-09,8713.947058463185,2918.429913173705,14044.103274170731,8713.947058463185,8713.947058463185,-345.0869273738536,-345.0869273738536,-345.0869273738536,-222.49968255043183,-222.49968255043183,-222.49968255043183,-122.58724482342181,-122.58724482342181,-122.58724482342181,0.0,0.0,0.0,8368.860131089332
2023-04-10,8718.128137589498,2666.878330605295,13755.59256405409,8718.128137589498,8718.128137589498,-193.97855976482205,-193.97855976482205,-193.97855976482205,-83.55953958905108,-83.55953958905108,-83.55953958905108,-110.41902017577094,-110.41902017577094,-110.41902017577094,0.0,0.0,0.0,8524.149577824675
2023-04-11,8722.30921671581,2857.2999872536293,14159.751650545706,8722.30921671581,8722.30921671581,-166.91706812412613,-166.91706812412613,-166.91706812412613,-62.96425975518479,-62.96425975518479,-62.96425975518479,-103.95280836894135,-103.95280836894135,-103.95280836894135,0.0,0.0,0.0,8555.392148591684
2023-04-12,8726.49029584212,3789.542276614753,14712.663742319557,8726.49029584212,8726.49029584212,413.261282947947,413.261282947947,413.261282947947,516.0666315609099,516.0666315609099,516.0666315609099,-102.8053486129629,-102.8053486129629,-102.8053486129629,0.0,0.0,0.0,9139.751578790068
2023-04-13,8730.671374968433,3930.485028080353,15086.912488328713,8730.671374968433,8730.671374968433,929.8353474547359,929.8353474547359,929.8353474547359,1036.1992877404837,1036.1992877404837,1036.1992877404837,-106.3639402857477,-106.3639402857477,-106.3639402857477,0.0,0.0,0.0,9660.50672242317
2023-04-14,8734.852454094744,2645.169424930706,13900.527701154571,8734.852454094744,8734.852454094744,-457.82960066855065,-457.82960066855065,-457.82960066855065,-344.0282146933541,-344.0282146933541,-344.0282146933541,-113.80138597519658,-113.80138597519658,-113.80138597519658,0.0,0.0,0.0,8277.022853426193
2023-04-15,8739.033533221058,2392.469582452366,13381.296458635825,8739.033533221058,8739.033533221058,-963.3115779154233,-963.3115779154233,-963.3115779154233,-839.2142227084087,-839.2142227084087,-839.2142227084087,-124.09735520701454,-124.09735520701454,-124.09735520701454,0.0,0.0,0.0,7775.721955305635
2023-04-16,8743.214612347369,2700.4059730294152,13771.115096447827,8743.214612347369,8743.214612347369,-358.5652964190158,-358.5652964190158,-358.5652964190158,-222.4996825497369,-222.4996825497369,-222.4996825497369,-136.06561386927893,-136.06561386927893,-136.06561386927893,0.0,0.0,0.0,8384.649315928353
2023-04-17,8747.395690813124,2542.8054219811115,14080.524875453302,8747.395690813124,8747.395690813124,-231.94593886997038,-231.94593886997038,-231.94593886997038,-83.55953958866534,-83.55953958866534,-83.55953958866534,-148.38639928130502,-148.38639928130502,-148.38639928130502,0.0,0.0,0.0,8515.449751943153
2023-04-18,8751.57676927888,3095.568051904953,14045.634683213908,8751.57676927888,8751.57676927888,-222.60733557827834,-222.60733557827834,-222.60733557827834,-62.964259756604314,-62.964259756604314,-62.964259756604314,-159.64307582167405,-159.64307582167405,-159.64307582167405,0.0,0.0,0.0,8528.9694337006
2023-04-19,8755.757847744635,3699.1980571744325,15006.936335215354,8755.757847744635,8755.757847744635,347.7045465190831,347.7045465190831,347.7045465190831,516.0666315615653,516.0666315615653,516.0666315615653,-168.3620850424821,-168.3620850424821,-168.3620850424821,0.0,0.0,0.0,9103.462394263719
2023-04-20,8759.938926210392,4129.862563556851,15240.391095770958,8759.938926210392,8759.938926210392,863.1441771659909,863.1441771659909,863.1441771659909,1036.199287740212,1036.199287740212,1036.199287740212,-173.0551105742211,-173.0551105742211,-173.0551105742211,0.0,0.0,0.0,9623.083103376382
2023-04-21,8764.120004676146,2388.384613391852,13857.312646553868,8764.120004676146,8764.120004676146,-516.2905291060968,-516.2905291060968,-516.2905291060968,-344.02821469474304,-344.02821469474304,-344.02821469474304,-172.26231441135374,-172.26231441135374,-172.26231441135374,0.0,0.0,0.0,8247.82947557005
2023-04-22,8768.301083141903,2400.485712442099,13232.558595066192,8768.301083141903,8768.301083141903,-1003.8096917855972,-1003.8096917855972,-1003.8096917855972,-839.2142227091733,-839.2142227091733,-839.2142227091733,-164.59546907642388,-164.59546907642388,-164.59546907642388,0.0,0.0,0.0,7764.491391356306
2023-04-23,8772.482161607659,3007.149609093805,13641.948861537312,8772.482161607659,8772.482161607659,-371.2794930352173,-371.2794930352173,-371.2794930352173,-222.49968255182966,-222.49968255182966,-222.49968255182966,-148.77981048338768,-148.77981048338768,-148.77981048338768,0.0,0.0,0.0,8401.202668572441
2023-04-24,8776.663240073414,3081.1210890235084,14531.697970355075,8776.663240073414,8776.663240073414,-207.2530085560994,-207.2530085560994,-207.2530085560994,-83.55953958975661,-83.55953958975661,-83.55953958975661,-123.69346896634278,-123.69346896634278,-123.69346896634278,0.0,0.0,0.0,8569.410231517315
2023-04-25,8780.84431853917,3263.3452241761975,14493.378088855354,8780.84431853917,8780.84431853917,-151.3676596678568,-151.3676596678568,-151.3676596678568,-62.964259756261164,-62.964259756261164,-62.964259756261164,-88.40339991159561,-88.40339991159561,-88.40339991159561,0.0,0.0,0.0,8629.476658871314
2023-04-26,8785.025397004925,3713.8897758602684,14799.45716881701,8785.025397004925,8785.025397004925,473.8698027287775,473.8698027287775,473.8698027287775,516.0666315584045,516.0666315584045,516.0666315584045,-42.196828829627016,-42.196828829627016,-42.196828829627016,0.0,0.0,0.0,9258.895199733703
2023-04-27,8789.206475470683,4615.994471591381,15292.244651274257,8789.206475470683,8789.206475470683,1051.591941863406,1051.591941863406,1051.591941863406,1036.1992877397358,1036.1992877397358,1036.1992877397358,15.392654123669956,15.392654123669956,15.392654123669956,0.0,0.0,0.0,9840.798417334088
2023-04-28,8793.38755410421,2914.8843725701818,14402.486565255795,8793.38755410421,8793.38755410421,-259.46314300809047,-259.46314300809047,-259.46314300809047,-344.028214696132,-344.028214696132,-344.028214696132,84.5650716880416,84.5650716880416,84.5650716880416,0.0,0.0,0.0,8533.92441109612
2023-04-29,8797.568632737739,2650.2527351623016,13847.013350801755,8797.568632737739,8797.568632737739,-673.9735548654606,-673.9735548654606,-673.9735548654606,-839.2142227093264,-839.2142227093264,-839.2142227093264,165.24066784386574,165.24066784386574,165.24066784386574,0.0,0.0,0.0,8123.595077872278
2023-04-30,8801.749711371267,2900.5556714385802,13993.10436037627,8801.749711371267,8801.749711371267,34.553845703456325,34.553845703456325,34.553845703456325,-222.49968255113464,-222.49968255113464,-222.49968255113464,257.05352825459096,257.05352825459096,257.05352825459096,0.0,0.0,0.0,8836.303557074723
2023-05-01,8805.930790004795,3401.076295644683,14782.367776090727,8805.930790004795,8805.930790004795,275.79286731766314,275.79286731766314,275.79286731766314,-83.55953958937083,-83.55953958937083,-83.55953958937083,359.352406907034,359.352406907034,359.352406907034,0.0,0.0,0.0,9081.723657322458
2023-05-02,8810.111868638323,3371.71715446017,14924.386557320879,8810.111868638323,8810.111868638323,408.2445015749488,408.2445015749488,408.2445015749488,-62.96425975641938,-62.96425975641938,-62.96425975641938,471.2087613313682,471.2087613313682,471.2087613313682,0.0,0.0,0.0,9218.356370213272
2023-05-03,8814.292947271852,4170.232382104037,15269.661839175214,8814.292947271852,8814.292947271852,1107.4984393951295,1107.4984393951295,1107.4984393951295,516.0666315590598,516.0666315590598,516.0666315590598,591.4318078360697,591.4318078360697,591.4318078360697,0.0,0.0,0.0,9921.79138666698
2023-05-04,8818.47402590538,4971.959310824419,16493.092960727558,8818.47402590538,8818.47402590538,1754.7895110050956,1754.7895110050956,1754.7895110050956,1036.1992877416253,1036.1992877416253,1036.1992877416253,718.5902232634702,718.5902232634702,718.5902232634702,0.0,0.0,0.0,10573.263536910476
2023-05-05,8822.655104538908,4032.282854126026,14726.346535012928,8822.655104538908,8822.655104538908,507.01173118839375,507.01173118839375,507.01173118839375,-344.0282146964553,-344.0282146964553,-344.0282146964553,851.039945884849,851.039945884849,851.039945884849,0.0,0.0,0.0,9329.666835727301
2023-05-06,8826.836183172434,3104.605335477928,14523.227606851355,8826.836183172434,8826.836183172434,147.74314724706164,147.74314724706164,147.74314724706164,-839.214222709335,-839.214222709335,-839.214222709335,986.9573699563966,986.9573699563966,986.9573699563966,0.0,0.0,0.0,8974.579330419496
2023-05-07,8831.017261805964,4428.119293294123,15524.879132328833,8831.017261805964,8831.017261805964,901.8774077645052,901.8774077645052,901.8774077645052,-222.49968255126905,-222.49968255126905,-222.49968255126905,1124.3770903157742,1124.3770903157742,1124.3770903157742,0.0,0.0,0.0,9732.894669570469
2023-05-08,8835.198340439492,4595.2329277054705,15554.634268260783,8835.198340439492,8835.198340439492,1177.673699322109,1177.673699322109,1177.673699322109,-83.5595395897236,-83.5595395897236,-83.5595395897236,1261.2332389118326,1261.2332389118326,1261.2332389118326,0.0,0.0,0.0,10012.872039761602
2023-05-09,8839.379419073019,4567.8100258398445,16042.297423733491,8839.379419073019,8839.379419073019,1332.439107466604,1332.439107466604,1332.439107466604,-62.96425975657757,-62.96425975657757,-62.96425975657757,1395.4033672231817,1395.4033672231817,1395.4033672231817,0.0,0.0,0.0,10171.818526539622
2023-05-10,8843.560497635344,5616.919037276134,16461.399245454882,8843.560497635344,8843.560497635344,2040.8204009509946,2040.8204009509946,2040.8204009509946,516.0666315598802,516.0666315598802,516.0666315598802,1524.7537693911145,1524.7537693911145,1524.7537693911145,0.0,0.0,0.0,10884.38089858634
2023-05-11,8847.741576197668,6110.811616580632,17141.59170044288,8847.741576197668,8847.741576197668,2683.384399597971,2683.384399597971,2683.384399597971,1036.1992877411494,1036.1992877411494,1036.1992877411494,1647.185111856822,1647.185111856822,1647.185111856822,0.0,0.0,0.0,11531.12597579564
2023-05-12,8851.922654759992,5014.030524076259,15756.307073953334,8851.922654759992,8851.922654759992,1416.6490222332652,1416.6490222332652,1416.6490222332652,-344.02821469784425,-344.02821469784425,-344.02821469784425,1760.6772369311095,1760.6772369311095,1760.6772369311095,0.0,0.0,0.0,10268.571676993257
2023-05-13,8856.103733322318,4063.816611051297,15435.94438502675,8856.103733322318,8856.103733322318,1024.117816955995,1024.117816955995,1024.117816955995,-839.2142227093435,-839.2142227093435,-839.2142227093435,1863.3320396653385,1863.3320396653385,1863.3320396653385,0.0,0.0,0.0,9880.221550278313
2023-05-14,8860.284811884641,5611.875328998335,16126.16443281632,8860.284811884641,8860.284811884641,1730.9136958901302,1730.9136958901302,1730.9136958901302,-222.499682550574,-222.499682550574,-222.499682550574,1953.4133784407043,1953.4133784407043,1953.4133784407043,0.0,0.0,0.0,10591.198507774772
2023-05-15,8864.465890446965,5738.423195306147,16461.739609874567,8864.465890446965,8864.465890446965,1945.823528276871,1945.823528276871,1945.823528276871,-83.5595395890595,-83.5595395890595,-83.5595395890595,2029.3830678659303,2029.3830678659303,2029.3830678659303,0.0,0.0,0.0,10810.289418723836
2023-05-16,8868.64696900929,5471.276693653776,16381.180080374916,8868.64696900929,8868.64696900929,2026.9678554101351,2026.9678554101351,2026.9678554101351,-62.96425975573308,-62.96425975573308,-62.96425975573308,2089.9321151658683,2089.9321151658683,2089.9321151658683,0.0,0.0,0.0,10895.614824419426
2023-05-17,8872.828047571615,5883.939172614278,16972.03390205558,8872.828047571615,8872.828047571615,2650.0731263776484,2650.0731263776484,2650.0731263776484,516.0666315603706,516.0666315603706,516.0666315603706,2134.006494817277,2134.006494817277,2134.006494817277,0.0,0.0,0.0,11522.901173949263
2023-05-18,8877.009126133938,6362.308057691368,17331.298313089486,8877.009126133938,8877.009126133938,3197.0261946268542,3197.0261946268542,3197.0261946268542,1036.1992877408777,1036.1992877408777,1036.1992877408777,2160.8269068859768,2160.8269068859768,2160.8269068859768,0.0,0.0,0.0,12074.035320760793
2023-05-19,8881.190204696264,5189.767810537715,16460.651322092715,8881.190204696264,8881.190204696264,1825.8739132022445,1825.8739132022445,1825.8739132022445,-344.02821469870037,-344.02821469870037,-344.02821469870037,2169.902127900945,2169.902127900945,2169.902127900945,0.0,0.0,0.0,10707.064117898508
2023-05-20,8885.37128325859,4522.484781331778,16286.228438729517,8885.37128325859,8885.37128325859,1321.8215118422152,1321.8215118422152,1321.8215118422152,-839.2142227102524,-839.2142227102524,-839.2142227102524,2161.0357345524676,2161.0357345524676,2161.0357345524676,0.0,0.0,0.0,10207.192795100806
2023-05-21,8889.552361820914,5442.594648644495,16095.977556917214,8889.552361820914,8889.552361820914,1911.8264725910528,1911.8264725910528,1911.8264725910528,-222.49968255070846,-222.49968255070846,-222.49968255070846,2134.3261551417613,2134.3261551417613,2134.3261551417613,0.0,0.0,0.0,10801.378834411966
2023-05-22,8893.733440225002,5258.710082354115,16663.083580735496,8893.733440225002,8893.733440225002,2006.600637097357,2006.600637097357,2006.600637097357,-83.55953958941218,-83.55953958941218,-83.55953958941218,2090.160176686769,2090.160176686769,2090.160176686769,0.0,0.0,0.0,10900.334077322359
2023-05-23,8897.914518629092,5394.835256000597,16579.3985756576,8897.914518629092,8897.914518629092,1966.2359423880264,1966.2359423880264,1966.2359423880264,-62.96425975589127,-62.96425975589127,-62.96425975589127,2029.2002021439177,2029.2002021439177,2029.2002021439177,0.0,0.0,0.0,10864.150461017118
2023-05-24,8902.09559703318,5641.116137409931,16621.09651296199,8902.09559703318,8902.09559703318,2468.4323393574223,2468.4323393574223,2468.4323393574223,516.0666315611908,516.0666315611908,516.0666315611908,1952.3657077962314,1952.3657077962314,1952.3657077962314,0.0,0.0,0.0,11370.527936390601
2023-05-25,8906.27667543727,6247.741502191177,17241.97288551679,8906.27667543727,8906.27667543727,2897.008779124053,2897.008779124053,2897.008779124053,1036.1992877404016,1036.1992877404016,1036.1992877404016,1860.8094913836514,1860.8094913836514,1860.8094913836514,0.0,0.0,0.0,11803.285454561323
2023-05-26,8910.457753841358,4375.8242837292355,16015.733377144019,8910.457753841358,8910.457753841358,1411.861208605254,1411.861208605254,1411.861208605254,-344.0282146941734,-344.0282146941734,-344.0282146941734,1755.8894232994273,1755.8894232994273,1755.8894232994273,0.0,0.0,0.0,10322.318962446612
2023-05-27,8914.638832245448,3523.4442390144786,15378.312086182857,8914.638832245448,8914.638832245448,799.9222904077291,799.9222904077291,799.9222904077291,-839.2142227102611,-839.2142227102611,-839.2142227102611,1639.1365131179903,1639.1365131179903,1639.1365131179903,0.0,0.0,0.0,9714.561122653176
2023-05-28,8918.819910649536,4492.46873642393,15697.200518113572,8918.819910649536,8918.819910649536,1289.7204968576395,1289.7204968576395,1289.7204968576395,-222.49968254918414,-222.49968254918414,-222.49968254918414,1512.2201794068237,1512.2201794068237,1512.2201794068237,0.0,0.0,0.0,10208.540407507175
2023-05-29,8923.000989053624,4198.069578477604,15787.070611534988,8923.000989053624,8923.000989053624,1293.352120980288,1293.352120980288,1293.352120980288,-83.55953958902649,-83.55953958902649,-83.55953958902649,1376.9116605693146,1376.9116605693146,1376.9116605693146,0.0,0.0,0.0,10216.353110033911
2023-05-30,8927.182067457712,4650.587116577992,15546.767332433037,8927.182067457712,8927.182067457712,1172.0822676399916,1172.0822676399916,1172.0822676399916,-62.964259756308095,-62.964259756308095,-62.964259756308095,1235.0465273962998,1235.0465273962998,1235.0465273962998,0.0,0.0,0.0,10099.264335097703
2023-05-31,8931.363145861802,4874.929343829591,16157.853174324058,8931.363145861802,8931.363145861802,1604.5538855534085,1604.5538855534085,1604.5538855534085,516.0666315580302,516.0666315580302,516.0666315580302,1088.4872539953783,1088.4872539953783,1088.4872539953783,0.0,0.0,0.0,10535.91703141521
2023-06-01,8935.54422426589,4907.794996207517,16426.878505797125,8935.54422426589,8935.54422426589,1975.286061173426,1975.286061173426,1975.286061173426,1036.1992877401299,1036.1992877401299,1036.1992877401299,939.0867734332965,939.0867734332965,939.0867734332965,0.0,0.0,0.0,10910.830285439317
2023-06-02,8939.72530251329,3508.4037180533815,14781.191592415698,8939.72530251329,8939.72530251329,444.6256744554255,444.6256744554255,444.6256744554255,-344.02821469502953,-344.02821469502953,-344.02821469502953,788.6538891504549,788.6538891504549,788.6538891504549,0.0,0.0,0.0,9384.350976968715
2023-06-03,8943.906380760693,3265.1708411875943,14317.854992208911,8943.906380760693,8943.906380760693,-200.29288759646812,-200.29288759646812,-200.29288759646812,-839.2142227102697,-839.2142227102697,-839.2142227102697,638.9213351138017,638.9213351138017,638.9213351138017,0.0,0.0,0.0,8743.613493164225
2023-06-04,8948.087459008095,3249.3951062037136,14636.25792477632,8948.087459008095,8948.087459008095,269.01749690014844,269.01749690014844,269.01749690014844,-222.49968254931858,-222.49968254931858,-222.49968254931858,491.51717944946705,491.51717944946705,491.51717944946705,0.0,0.0,0.0,9217.104955908244
2023-06-05,8952.268537255495,3708.5172136638184,14694.99176569085,8952.268537255495,8952.268537255495,264.3806116181438,264.3806116181438,264.3806116181438,-83.55953958937921,-83.55953958937921,-83.55953958937921,347.94015120752306,347.94015120752306,347.94015120752306,0.0,0.0,0.0,9216.64914887364
2023-06-06,8956.449615502897,3480.444253616191,14906.131922282348,8956.449615502897,8956.449615502897,146.57508188514086,146.57508188514086,146.57508188514086,-62.96425975646631,-62.96425975646631,-62.96425975646631,209.53934164160717,209.53934164160717,209.53934164160717,0.0,0.0,0.0,9103.024697388038
2023-06-07,8960.6306937503,4017.6999884234415,15234.881211304277,8960.6306937503,8960.6306937503,593.5652255169962,593.5652255169962,593.5652255169962,516.0666315586856,516.0666315586856,516.0666315586856,77.49859395831054,77.49859395831054,77.49859395831054,0.0,0.0,0.0,9554.195919267295
2023-06-08,8964.8117719977,4210.712543623523,16022.797084084315,8964.8117719977,8964.8117719977,989.0250408532262,989.0250408532262,989.0250408532262,1036.1992877394496,1036.1992877394496,1036.1992877394496,-47.174246886223365,-47.174246886223365,-47.174246886223365,0.0,0.0,0.0,9953.836812850926
2023-06-09,8968.9928502451,3000.1093963567764,14329.11666786286,8968.9928502451,8968.9928502451,-507.68141053736144,-507.68141053736144,-507.68141053736144,-344.02821469588554,-344.02821469588554,-344.02821469588554,-163.65319584147588,-163.65319584147588,-163.65319584147588,0.0,0.0,0.0,8461.311439707739
2023-06-10,8973.173928492502,2255.5895180151274,13542.40302602491,8973.173928492502,8973.173928492502,-1110.5094345824846,-1110.5094345824846,-1110.5094345824846,-839.2142227095223,-839.2142227095223,-839.2142227095223,-271.29521187296217,-271.29521187296217,-271.29521187296217,0.0,0.0,0.0,7862.664493910018
2023-06-11,8977.355006739905,2842.5072958384303,13708.965763750726,8977.355006739905,8977.355006739905,-592.1364300004177,-592.1364300004177,-592.1364300004177,-222.49968255141127,-222.49968255141127,-222.49968255141127,-369.6367474490065,-369.6367474490065,-369.6367474490065,0.0,0.0,0.0,8385.218576739488
2023-06-12,8981.536084987305,3191.6678255252355,13777.766870964844,8981.536084987305,8981.536084987305,-541.9456665304989,-541.9456665304989,-541.9456665304989,-83.55953958899346,-83.55953958899346,-83.55953958899346,-458.3861269415054,-458.3861269415054,-458.3861269415054,0.0,0.0,0.0,8439.590418456806
2023-06-13,8985.717163234707,2769.4873505880187,13787.456025992185,8985.717163234707,8985.717163234707,-600.3764831401345,-600.3764831401345,-600.3764831401345,-62.96425975612316,-62.96425975612316,-62.96425975612316,-537.4122233840114,-537.4122233840114,-537.4122233840114,0.0,0.0,0.0,8385.340680094572
2023-06-14,8989.898241419818,3125.6973975718897,14260.729686999663,8989.898241419818,8989.898241419818,-90.66335992987831,-90.66335992987831,-90.66335992987831,516.0666315593409,516.0666315593409,516.0666315593409,-606.7299914892192,-606.7299914892192,-606.7299914892192,0.0,0.0,0.0,8899.23488148994
2023-06-15,8994.079319604927,3712.1958976588026,15356.735353793156,8994.079319604927,8994.079319604927,369.71580424325714,369.71580424325714,369.71580424325714,1036.1992877391779,1036.1992877391779,1036.1992877391779,-666.4834834959207,-666.4834834959207,-666.4834834959207,0.0,0.0,0.0,9363.795123848184
2023-06-16,8998.260397790038,2329.1085126479775,13408.432497936572,8998.260397790038,8998.260397790038,-1060.9552364465833,-1060.9552364465833,-1060.9552364465833,-344.02821469135864,-344.02821469135864,-344.02821469135864,-716.9270217552246,-716.9270217552246,-716.9270217552246,0.0,0.0,0.0,7937.3051613434545
2023-06-17,9002.441475975149,1921.1635836982261,13554.234016111888,9002.441475975149,9002.441475975149,-1597.6194496988287,-1597.6194496988287,-1597.6194496988287,-839.2142227087749,-839.2142227087749,-839.2142227087749,-758.4052269900538,-758.4052269900538,-758.4052269900538,0.0,0.0,0.0,7404.822026276321
2023-06-18,9006.622554160258,1904.1531588177372,14174.894787080653,9006.622554160258,9006.622554160258,-1013.832286202814,-1013.832286202814,-1013.832286202814,-222.49968255071624,-222.49968255071624,-222.49968255071624,-791.3326036520978,-791.3326036520978,-791.3326036520978,0.0,0.0,0.0,7992.790267957444
2023-06-19,9010.803632345369,2558.462878097378,13422.28593280339,9010.803632345369,9010.803632345369,-899.7329038340039,-899.7329038340039,-899.7329038340039,-83.55953959008477,-83.55953959008477,-83.55953959008477,-816.1733642439193,-816.1733642439193,-816.1733642439193,0.0,0.0,0.0,8111.070728511365
2023-06-20,9014.984710530478,2515.533870086125,13987.324920048883,9014.984710530478,9014.984710530478,-896.3863936911168,-896.3863936911168,-896.3863936911168,-62.96425975578007,-62.96425975578007,-62.96425975578007,-833.4221339353368,-833.4221339353368,-833.4221339353368,0.0,0.0,0.0,8118.598316839361
2023-06-21,9019.165788715589,2988.0830793733267,14313.401168962057,9019.165788715589,9019.165788715589,-327.51948556913186,-327.51948556913186,-327.51948556913186,516.0666315601611,516.0666315601611,516.0666315601611,-843.5861171292929,-843.5861171292929,-843.5861171292929,0.0,0.0,0.0,8691.646303146457
2023-06-22,9023.346866900698,3510.024930207605,15136.972246295298,9023.346866900698,9023.346866900698,189.03005667688075,189.03005667688075,189.03005667688075,1036.199287741067,1036.199287741067,1036.199287741067,-847.1692310641865,-847.1692310641865,-847.1692310641865,0.0,0.0,0.0,9212.376923577578
2023-06-23,9027.527945085809,1815.4918681010797,13014.909817821186,9027.527945085809,9027.527945085809,-1188.6868356452844,-1188.6868356452844,-1188.6868356452844,-344.0282146927477,-344.0282146927477,-344.0282146927477,-844.6586209525366,-844.6586209525366,-844.6586209525366,0.0,0.0,0.0,7838.841109440525
2023-06-24,9031.709023270918,1504.4583374419979,12883.955754819113,9031.709023270918,9031.709023270918,-1675.7280924352635,-1675.7280924352635,-1675.7280924352635,-839.2142227087836,-839.2142227087836,-839.2142227087836,-836.51386972648,-836.51386972648,-836.51386972648,0.0,0.0,0.0,7355.980930835654
2023-06-25,9035.890101456029,2211.159955019235,12980.744295243301,9035.890101456029,9035.890101456029,-1045.6587892320397,-1045.6587892320397,-1045.6587892320397,-222.49968255002133,-222.49968255002133,-222.49968255002133,-823.1591066820183,-823.1591066820183,-823.1591066820183,0.0,0.0,0.0,7990.231312223989
2023-06-26,9040.071179894432,2634.253621070517,13763.35061471584,9040.071179894432,9040.071179894432,-888.5376464700263,-888.5376464700263,-888.5376464700263,-83.55953958942061,-83.55953958942061,-83.55953958942061,-804.9781068806057,-804.9781068806057,-804.9781068806057,0.0,0.0,0.0,8151.5335334244055
2023-06-27,9044.252258332835,1987.9564390552678,13741.230084767494,9044.252258332835,9044.252258332835,-845.2766205393373,-845.2766205393373,-845.2766205393373,-62.964259756698155,-62.964259756698155,-62.964259756698155,-782.3123607826391,-782.3123607826391,-782.3123607826391,0.0,0.0,0.0,8198.975637793497
2023-06-28,9048.433336771239,3040.520818839969,14341.30421974541,9048.433336771239,9048.433336771239,-239.39535340136965,-239.39535340136965,-239.39535340136965,516.0666315609815,516.0666315609815,516.0666315609815,-755.4619849623512,-755.4619849623512,-755.4619849623512,0.0,0.0,0.0,8809.03798336987
2023-06-29,9052.614415209642,3464.2953975644764,14569.207721144892,9052.614415209642,9052.614415209642,311.51004438615666,311.51004438615666,311.51004438615666,1036.1992877405912,1036.1992877405912,1036.1992877405912,-724.6892433544346,-724.6892433544346,-724.6892433544346,0.0,0.0,0.0,9364.1244595958
2023-06-30,9056.795493648044,2845.344348757932,13529.429636428418,9056.795493648044,9056.795493648044,-1034.2525722677412,-1034.2525722677412,-1034.2525722677412,-344.0282146930708,-344.0282146930708,-344.0282146930708,-690.2243575746703,-690.2243575746703,-690.2243575746703,0.0,0.0,0.0,8022.542921380303
2023-07-01,9060.976572086449,2064.026227384307,13284.455807684399,9060.976572086449,9060.976572086449,-1491.487429962386,-1491.487429962386,-1491.487429962386,-839.2142227087922,-839.2142227087922,-839.2142227087922,-652.2732072535938,-652.2732072535938,-652.2732072535938,0.0,0.0,0.0,7569.489142124063
2023-07-02,9065.15765052485,2538.9670239469497,13951.796407807391,9065.15765052485,9065.15765052485,-833.526141979447,-833.526141979447,-833.526141979447,-222.49968255015574,-222.49968255015574,-222.49968255015574,-611.0264594292913,-611.0264594292913,-611.0264594292913,0.0,0.0,0.0,8231.631508545404
2023-07-03,9069.338728963256,2904.8757843167373,14135.374468203225,9069.338728963256,9069.338728963256,-650.229161281704,-650.229161281704,-650.229161281704,-83.55953958977331,-83.55953958977331,-83.55953958977331,-566.6696216919306,-566.6696216919306,-566.6696216919306,0.0,0.0,0.0,8419.109567681551
2023-07-04,9073.519807401657,2888.6821412280897,14040.404545787213,9073.519807401657,9073.519807401657,-582.3577479932725,-582.3577479932725,-582.3577479932725,-62.96425975685632,-62.96425975685632,-62.96425975685632,-519.3934882364161,-519.3934882364161,-519.3934882364161,0.0,0.0,0.0,8491.162059408385
2023-07-05,9077.70088584006,3318.1262666029816,14673.104942692806,9077.70088584006,9077.70088584006,46.66218969285761,46.66218969285761,46.66218969285761,516.0666315616368,516.0666315616368,516.0666315616368,-469.4044418687792,-469.4044418687792,-469.4044418687792,0.0,0.0,0.0,9124.363075532918
2023-07-06,9081.881964278464,3925.3901849461195,15483.725075867147,9081.881964278464,9081.881964278464,619.2651993958193,619.2651993958193,619.2651993958193,1036.1992877401153,1036.1992877401153,1036.1992877401153,-416.93408834429596,-416.93408834429596,-416.93408834429596,0.0,0.0,0.0,9701.147163674283
2023-07-07,9086.063042602385,2786.50225407716,14016.476612569777,9086.063042602385,9086.063042602385,-706.275946222037,-706.275946222037,-706.275946222037,-344.0282146944599,-344.0282146944599,-344.0282146944599,-362.247731527577,-362.247731527577,-362.247731527577,0.0,0.0,0.0,8379.787096380349
